R,P,S,T,Promise,Cooperator,Defector,Alternator,TitForTat,TwoTitsForTat,Grudger
3,1,0,5,True,0.16576,0.0,0.0,0.26105,0.28659,0.28659
3,2,0,5,True,0.0625,0.0,0.0,0.27184,0.33283,0.33283
3,2,1,5,True,0.09784,0.0,0.0,0.26874,0.31671,0.31671
4,1,0,5,True,0.20898,0.0,0.0,0.25342,0.2688,0.2688
4,2,0,5,True,0.15687,0.0,0.0,0.25759,0.29277,0.29277
4,2,1,5,True,0.19006,0.0,0.0,0.25519,0.27738,0.27738
4,3,0,5,True,0.06039,0.0,0.0,0.27197,0.33382,0.33382
4,3,1,5,True,0.09301,0.0,0.0,0.26652,0.32023,0.32023
4,3,2,5,True,0.13921,0.0,0.0,0.26086,0.29997,0.29997
3,1,0,6,True,0.13993,0.0,0.0,0.26698,0.29655,0.29655
3,2,0,6,True,0.04087,0.0,0.0,0.27429,0.34242,0.34242
3,2,1,6,True,0.06352,0.0,0.0,0.27379,0.33135,0.33135
4,1,0,6,True,0.1937,0.0,0.0,0.25739,0.27446,0.27446
4,2,0,6,True,0.13619,0.0,0.0,0.2619,0.30096,0.30096
4,2,1,6,True,0.16683,0.0,0.0,0.26065,0.28626,0.28626
4,3,0,6,True,0.04052,0.0,0.0,0.2748,0.34234,0.34234
4,3,1,6,True,0.06468,0.0,0.0,0.27118,0.33207,0.33207
4,3,2,6,True,0.09911,0.0,0.0,0.2683,0.3163,0.3163
5,1,0,6,True,0.21905,0.0,0.0,0.25247,0.26424,0.26424
5,2,0,6,True,0.18489,0.0,0.0,0.25433,0.28039,0.28039
5,2,1,6,True,0.20929,0.0,0.0,0.2533,0.26871,0.26871
5,3,0,6,True,0.12972,0.0,0.0,0.2608,0.30474,0.30474
5,3,1,6,True,0.1579,0.0,0.0,0.25724,0.29243,0.29243
5,3,2,6,True,0.19041,0.0,0.0,0.25506,0.27727,0.27727
5,4,0,6,True,0.0399,0.0,0.0,0.27543,0.34234,0.34234
5,4,1,6,True,0.06198,0.0,0.0,0.27153,0.33325,0.33325
5,4,2,6,True,0.09413,0.0,0.0,0.26618,0.31985,0.31985
5,4,3,6,True,0.13972,0.0,0.0,0.26068,0.2998,0.2998
3,1,0,7,True,0.11347,0.0,0.0,0.27274,0.30689,0.30689
3,2,0,7,True,0.02595,0.0,0.0,0.27476,0.34964,0.34964
3,2,1,7,True,0.03858,0.0,0.0,0.27577,0.34283,0.34283
4,1,0,7,True,0.17665,0.0,0.0,0.26176,0.28079,0.28079
4,2,0,7,True,0.11517,0.0,0.0,0.26605,0.30939,0.30939
4,2,1,7,True,0.14142,0.0,0.0,0.26642,0.29608,0.29608
4,3,0,7,True,0.02629,0.0,0.0,0.27592,0.34889,0.34889
4,3,1,7,True,0.04293,0.0,0.0,0.27368,0.3417,0.3417
4,3,2,7,True,0.06492,0.0,0.0,0.27328,0.3309,0.3309
5,1,0,7,True,0.20794,0.0,0.0,0.25551,0.26827,0.26827
5,2,0,7,True,0.1706,0.0,0.0,0.25758,0.28591,0.28591
5,2,1,7,True,0.19416,0.0,0.0,0.25721,0.27432,0.27432
5,3,0,7,True,0.11143,0.0,0.0,0.26439,0.31209,0.31209
5,3,1,7,True,0.1375,0.0,0.0,0.26145,0.30052,0.30052
5,3,2,7,True,0.16739,0.0,0.0,0.26044,0.28609,0.28609
5,4,0,7,True,0.02621,0.0,0.0,0.27697,0.34841,0.34841
5,4,1,7,True,0.04202,0.0,0.0,0.2744,0.34179,0.34179
5,4,2,7,True,0.06589,0.0,0.0,0.2708,0.33165,0.33165
5,4,3,7,True,0.09983,0.0,0.0,0.26804,0.31606,0.31606
6,1,0,7,True,0.22517,0.0,0.0,0.25192,0.26145,0.26145
6,2,0,7,True,0.20004,0.0,0.0,0.25286,0.27355,0.27355
6,2,1,7,True,0.21922,0.0,0.0,0.2524,0.26419,0.26419
6,3,0,7,True,0.16352,0.0,0.0,0.25616,0.29016,0.29016
6,3,1,7,True,0.18543,0.0,0.0,0.25414,0.28022,0.28022
6,3,2,7,True,0.20946,0.0,0.0,0.25323,0.26865,0.26865
6,4,0,7,True,0.10703,0.0,0.0,0.26411,0.31443,0.31443
6,4,1,7,True,0.13083,0.0,0.0,0.26044,0.30436,0.30436
6,4,2,7,True,0.15851,0.0,0.0,0.25703,0.29223,0.29223
6,4,3,7,True,0.19063,0.0,0.0,0.25498,0.2772,0.2772
6,5,0,7,True,0.02625,0.0,0.0,0.27771,0.34802,0.34802
6,5,1,7,True,0.04105,0.0,0.0,0.27514,0.3419,0.3419
6,5,2,7,True,0.06298,0.0,0.0,0.27124,0.33289,0.33289
6,5,3,7,True,0.09483,0.0,0.0,0.26596,0.3196,0.3196
6,5,4,7,True,0.14004,0.0,0.0,0.26057,0.29969,0.29969
3,1,0,8,True,0.08832,0.0,0.0,0.27782,0.31693,0.31693
3,2,0,8,True,0.01619,0.0,0.0,0.27384,0.35499,0.35499
3,2,1,8,True,0.02205,0.0,0.0,0.27504,0.35145,0.35145
4,1,0,8,True,0.15807,0.0,0.0,0.26644,0.28774,0.28774
4,2,0,8,True,0.09495,0.0,0.0,0.26974,0.31766,0.31766
4,2,1,8,True,0.11534,0.0,0.0,0.27205,0.30631,0.30631
4,3,0,8,True,0.01673,0.0,0.0,0.27572,0.35377,0.35377
4,3,1,8,True,0.02773,0.0,0.0,0.27423,0.34902,0.34902
4,3,2,8,True,0.03987,0.0,0.0,0.27524,0.34245,0.34245
5,1,0,8,True,0.19568,0.0,0.0,0.25884,0.27274,0.27274
5,2,0,8,True,0.15536,0.0,0.0,0.26098,0.29183,0.29183
5,2,1,8,True,0.17731,0.0,0.0,0.2615,0.28059,0.28059
5,3,0,8,True,0.09372,0.0,0.0,0.26764,0.31932,0.31932
5,3,1,8,True,0.11676,0.0,0.0,0.26551,0.30887,0.30887
5,3,2,8,True,0.1422,0.0,0.0,0.26613,0.29584,0.29584
5,4,0,8,True,0.01677,0.0,0.0,0.27726,0.35299,0.35299
5,4,1,8,True,0.02758,0.0,0.0,0.2756,0.34841,0.34841
5,4,2,8,True,0.04408,0.0,0.0,0.27332,0.3413,0.3413
5,4,3,8,True,0.06572,0.0,0.0,0.27299,0.33065,0.33065
6,1,0,8,True,0.2165,0.0,0.0,0.25438,0.26456,0.26456
6,2,0,8,True,0.18936,0.0,0.0,0.25545,0.27759,0.27759
6,2,1,8,True,0.20819,0.0,0.0,0.25541,0.2682,0.2682
6,3,0,8,True,0.15008,0.0,0.0,0.25902,0.29545,0.29545
6,3,1,8,True,0.17131,0.0,0.0,0.25733,0.28568,0.28568
6,3,2,8,True,0.19443,0.0,0.0,0.2571,0.27423,0.27423
6,4,0,8,True,0.09098,0.0,0.0,0.26715,0.32094,0.32094
6,4,1,8,True,0.11273,0.0,0.0,0.26397,0.31165,0.31165
6,4,2,8,True,0.1383,0.0,0.0,0.26117,0.30026,0.30026
6,4,3,8,True,0.16773,0.0,0.0,0.26031,0.28598,0.28598
6,5,0,8,True,0.01692,0.0,0.0,0.27836,0.35236,0.35236
6,5,1,8,True,0.02721,0.0,0.0,0.27674,0.34803,0.34803
6,5,2,8,True,0.04297,0.0,0.0,0.27414,0.34144,0.34144
6,5,3,8,True,0.06666,0.0,0.0,0.27056,0.33139,0.33139
6,5,4,8,True,0.10029,0.0,0.0,0.26788,0.31591,0.31591
7,1,0,8,True,0.22927,0.0,0.0,0.25157,0.25958,0.25958
7,2,0,8,True,0.20949,0.0,0.0,0.25207,0.26922,0.26922
7,2,1,8,True,0.22526,0.0,0.0,0.25188,0.26143,0.26143
7,3,0,8,True,0.18268,0.0,0.0,0.25397,0.28168,0.28168
7,3,1,8,True,0.20036,0.0,0.0,0.25275,0.27345,0.27345
7,3,2,8,True,0.21932,0.0,0.0,0.25236,0.26416,0.26416
7,4,0,8,True,0.14451,0.0,0.0,0.25839,0.29855,0.29855
7,4,1,8,True,0.1642,0.0,0.0,0.25594,0.28993,0.28993
7,4,2,8,True,0.18578,0.0,0.0,0.25401,0.2801,0.2801
7,4,3,8,True,0.20957,0.0,0.0,0.25319,0.26862,0.26862
7,5,0,8,True,0.08811,0.0,0.0,0.26719,0.32235,0.32235
7,5,1,8,True,0.10811,0.0,0.0,0.26379,0.31405,0.31405
7,5,2,8,True,0.13156,0.0,0.0,0.26021,0.30411,0.30411
7,5,3,8,True,0.15891,0.0,0.0,0.2569,0.2921,0.2921
7,5,4,8,True,0.19077,0.0,0.0,0.25492,0.27715,0.27715
7,6,0,8,True,0.0172,0.0,0.0,0.27914,0.35183,0.35183
7,6,1,8,True,0.02706,0.0,0.0,0.27754,0.3477,0.3477
7,6,2,8,True,0.04184,0.0,0.0,0.27494,0.34161,0.34161
7,6,3,8,True,0.06366,0.0,0.0,0.27105,0.33265,0.33265
7,6,4,8,True,0.09532,0.0,0.0,0.26581,0.31944,0.31944
7,6,5,8,True,0.14027,0.0,0.0,0.26049,0.29962,0.29962
3,1,0,9,True,0.06608,0.0,0.0,0.28185,0.32604,0.32604
3,2,0,9,True,0.00995,0.0,0.0,0.27202,0.35901,0.35901
3,2,1,9,True,0.01164,0.0,0.0,0.27188,0.35824,0.35824
4,1,0,9,True,0.13845,0.0,0.0,0.27127,0.29514,0.29514
4,2,0,9,True,0.07648,0.0,0.0,0.27272,0.3254,0.3254
4,2,1,9,True,0.09046,0.0,0.0,0.27702,0.31626,0.31626
4,3,0,9,True,0.01054,0.0,0.0,0.27464,0.35741,0.35741
4,3,1,9,True,0.01762,0.0,0.0,0.2734,0.35449,0.35449
4,3,2,9,True,0.02307,0.0,0.0,0.27451,0.35121,0.35121
5,1,0,9,True,0.18225,0.0,0.0,0.26246,0.27765,0.27765
5,2,0,9,True,0.13948,0.0,0.0,0.26442,0.29805,0.29805
5,2,1,9,True,0.15895,0.0,0.0,0.2661,0.28747,0.28747
5,3,0,9,True,0.07735,0.0,0.0,0.27036,0.32615,0.32615
5,3,1,9,True,0.09674,0.0,0.0,0.26912,0.31707,0.31707
5,3,2,9,True,0.11634,0.0,0.0,0.27167,0.30599,0.30599
5,4,0,9,True,0.01057,0.0,0.0,0.27665,0.35639,0.35639
5,4,1,9,True,0.01779,0.0,0.0,0.27549,0.35336,0.35336
5,4,2,9,True,0.02873,0.0,0.0,0.27393,0.34867,0.34867
5,4,3,9,True,0.0406,0.0,0.0,0.27494,0.34223,0.34223
6,1,0,9,True,0.20703,0.0,0.0,0.25705,0.26796,0.26796
6,2,0,9,True,0.17791,0.0,0.0,0.25819,0.28195,0.28195
6,2,1,9,True,0.19602,0.0,0.0,0.2587,0.27264,0.27264
6,3,0,9,True,0.13619,0.0,0.0,0.2619,0.30096,0.30096
6,3,1,9,True,0.15625,0.0,0.0,0.26066,0.29155,0.29155
6,3,2,9,True,0.1777,0.0,0.0,0.26135,0.28048,0.28048
6,4,0,9,True,0.07598,0.0,0.0,0.26976,0.32713,0.32713
6,4,1,9,True,0.09517,0.0,0.0,0.26718,0.31883,0.31883
6,4,2,9,True,0.11772,0.0,0.0,0.26517,0.30855,0.30855
6,4,3,9,True,0.14268,0.0,0.0,0.26594,0.29569,0.29569
6,5,0,9,True,0.01067,0.0,0.0,0.27812,0.3556,0.3556
6,5,1,9,True,0.01758,0.0,0.0,0.2771,0.35266,0.35266
6,5,2,9,True,0.02841,0.0,0.0,0.27539,0.3481,0.3481
6,5,3,9,True,0.04482,0.0,0.0,0.2731,0.34104,0.34104
6,5,4,9,True,0.06623,0.0,0.0,0.2728,0.33048,0.33048
7,1,0,9,True,0.22218,0.0,0.0,0.25363,0.2621,0.2621
7,2,0,9,True,0.20104,0.0,0.0,0.25421,0.27237,0.27237
7,2,1,9,True,0.21664,0.0,0.0,0.25432,0.26452,0.26452
7,3,0,9,True,0.17239,0.0,0.0,0.25628,0.28567,0.28567
7,3,1,9,True,0.18978,0.0,0.0,0.25529,0.27746,0.27746
7,3,2,9,True,0.20834,0.0,0.0,0.25535,0.26816,0.26816
7,4,0,9,True,0.1319,0.0,0.0,0.26097,0.30357,0.30357
7,4,1,9,True,0.1509,0.0,0.0,0.25875,0.29518,0.29518
7,4,2,9,True,0.17176,0.0,0.0,0.25717,0.28554,0.28554
7,4,3,9,True,0.19461,0.0,0.0,0.25703,0.27418,0.27418
7,5,0,9,True,0.07417,0.0,0.0,0.26972,0.32805,0.32805
7,5,1,9,True,0.09217,0.0,0.0,0.26678,0.32052,0.32052
7,5,2,9,True,0.1136,0.0,0.0,0.26369,0.31135,0.31135
7,5,3,9,True,0.13883,0.0,0.0,0.26099,0.30009,0.30009
7,5,4,9,True,0.16796,0.0,0.0,0.26022,0.28591,0.28591
7,6,0,9,True,0.0109,0.0,0.0,0.27919,0.35495,0.35495
7,6,1,9,True,0.01758,0.0,0.0,0.27824,0.35209,0.35209
7,6,2,9,True,0.0279,0.0,0.0,0.27658,0.34776,0.34776
7,6,3,9,True,0.04363,0.0,0.0,0.27396,0.34121,0.34121
7,6,4,9,True,0.0672,0.0,0.0,0.2704,0.3312,0.3312
7,6,5,9,True,0.10061,0.0,0.0,0.26777,0.31581,0.31581
8,1,0,9,True,0.23221,0.0,0.0,0.25133,0.25823,0.25823
8,2,0,9,True,0.21595,0.0,0.0,0.25159,0.26623,0.26623
8,2,1,9,True,0.22933,0.0,0.0,0.25155,0.25956,0.25956
8,3,0,9,True,0.19493,0.0,0.0,0.25276,0.27615,0.27615
8,3,1,9,True,0.2097,0.0,0.0,0.252,0.26915,0.26915
8,3,2,9,True,0.22533,0.0,0.0,0.25186,0.26141,0.26141
8,4,0,9,True,0.16678,0.0,0.0,0.25546,0.28888,0.28888
8,4,1,9,True,0.18311,0.0,0.0,0.25382,0.28154,0.28154
8,4,2,9,True,0.20057,0.0,0.0,0.25267,0.27338,0.27338
8,4,3,9,True,0.21938,0.0,0.0,0.25234,0.26414,0.26414
8,5,0,9,True,0.12758,0.0,0.0,0.26073,0.30584,0.30584
8,5,1,9,True,0.14524,0.0,0.0,0.25816,0.2983,0.2983
8,5,2,9,True,0.16466,0.0,0.0,0.25578,0.28978,0.28978
8,5,3,9,True,0.18602,0.0,0.0,0.25393,0.28003,0.28003
8,5,4,9,True,0.20965,0.0,0.0,0.25316,0.26859,0.26859
8,6,0,9,True,0.07238,0.0,0.0,0.26989,0.32887,0.32887
8,6,1,9,True,0.0891,0.0,0.0,0.2669,0.322,0.322
8,6,2,9,True,0.10887,0.0,0.0,0.26355,0.31379,0.31379
8,6,3,9,True,0.13208,0.0,0.0,0.26004,0.30394,0.30394
8,6,4,9,True,0.1592,0.0,0.0,0.2568,0.292,0.292
8,6,5,9,True,0.19088,0.0,0.0,0.25488,0.27712,0.27712
8,7,0,9,True,0.01123,0.0,0.0,0.27998,0.3544,0.3544
8,7,1,9,True,0.01776,0.0,0.0,0.27905,0.3516,0.3516
8,7,2,9,True,0.02765,0.0,0.0,0.27741,0.34747,0.34747
8,7,3,9,True,0.04242,0.0,0.0,0.27479,0.3414,0.3414
8,7,4,9,True,0.06416,0.0,0.0,0.2709,0.33247,0.33247
8,7,5,9,True,0.09567,0.0,0.0,0.2657,0.31932,0.31932
8,7,6,9,True,0.14043,0.0,0.0,0.26043,0.29957,0.29957
3,1,0,10,True,0.04756,0.0,0.0,0.28462,0.33391,0.33391
3,2,0,10,True,0.00602,0.0,0.0,0.26958,0.3622,0.3622
3,2,1,10,True,0.00535,0.0,0.0,0.26579,0.36443,0.36443
4,1,0,10,True,0.11848,0.0,0.0,0.27605,0.30273,0.30273
4,2,0,10,True,0.06038,0.0,0.0,0.27491,0.33236,0.33236
4,2,1,10,True,0.06829,0.0,0.0,0.28097,0.32537,0.32537
4,3,0,10,True,0.00659,0.0,0.0,0.27305,0.36018,0.36018
4,3,1,10,True,0.01106,0.0,0.0,0.27163,0.35866,0.35866
4,3,2,10,True,0.01234,0.0,0.0,0.27134,0.35816,0.35816
5,1,0,10,True,0.16776,0.0,0.0,0.26632,0.28296,0.28296
5,2,0,10,True,0.12338,0.0,0.0,0.26779,0.30441,0.30441
5,2,1,10,True,0.13956,0.0,0.0,0.27085,0.2948,0.2948
5,3,0,10,True,0.06282,0.0,0.0,0.27243,0.33238,0.33238
5,3,1,10,True,0.0784,0.0,0.0,0.27207,0.32477,0.32477
5,3,2,10,True,0.0916,0.0,0.0,0.27658,0.31591,0.31591
5,4,0,10,True,0.00659,0.0,0.0,0.27547,0.35897,0.35897
5,4,1,10,True,0.01136,0.0,0.0,0.27449,0.35707,0.35707
5,4,2,10,True,0.01844,0.0,0.0,0.27313,0.35421,0.35421
5,4,3,10,True,0.02365,0.0,0.0,0.27421,0.35107,0.35107
6,1,0,10,True,0.19675,0.0,0.0,0.25993,0.27166,0.27166
6,2,0,10,True,0.16576,0.0,0.0,0.26105,0.28659,0.28659
6,2,1,10,True,0.18271,0.0,0.0,0.26228,0.27751,0.27751
6,3,0,10,True,0.12214,0.0,0.0,0.2647,0.30658,0.30658
6,3,1,10,True,0.14055,0.0,0.0,0.26404,0.2977,0.2977
6,3,2,10,True,0.15947,0.0,0.0,0.26589,0.28732,0.28732
6,4,0,10,True,0.0625,0.0,0.0,0.27184,0.33283,0.33283
6,4,1,10,True,0.07888,0.0,0.0,0.26987,0.32562,0.32562
6,4,2,10,True,0.09784,0.0,0.0,0.26874,0.31671,0.31671
6,4,3,10,True,0.11696,0.0,0.0,0.27144,0.3058,0.3058
6,5,0,10,True,0.00663,0.0,0.0,0.27728,0.35804,0.35804
6,5,1,10,True,0.0112,0.0,0.0,0.27657,0.35612,0.35612
6,5,2,10,True,0.01846,0.0,0.0,0.27533,0.3531,0.3531
6,5,3,10,True,0.02937,0.0,0.0,0.27373,0.34845,0.34845
6,5,4,10,True,0.04108,0.0,0.0,0.27474,0.34209,0.34209
7,1,0,10,True,0.21452,0.0,0.0,0.25585,0.26482,0.26482
7,2,0,10,True,0.192,0.0,0.0,0.25649,0.27576,0.27576
7,2,1,10,True,0.20723,0.0,0.0,0.25697,0.2679,0.2679
7,3,0,10,True,0.16158,0.0,0.0,0.25867,0.28987,0.28987
7,3,1,10,True,0.17843,0.0,0.0,0.25799,0.28179,0.28179
7,3,2,10,True,0.19623,0.0,0.0,0.25862,0.27258,0.27258
7,4,0,10,True,0.11917,0.0,0.0,0.26349,0.30867,0.30867
7,4,1,10,True,0.13714,0.0,0.0,0.26157,0.30064,0.30064
7,4,2,10,True,0.15682,0.0,0.0,0.26045,0.29136,0.29136
7,4,3,10,True,0.17795,0.0,0.0,0.26125,0.2804,0.2804
7,5,0,10,True,0.0615,0.0,0.0,0.27181,0.33335,0.33335
7,5,1,10,True,0.07724,0.0,0.0,0.26938,0.32669,0.32669
7,5,2,10,True,0.09614,0.0,0.0,0.26686,0.3185,0.3185
7,5,3,10,True,0.11837,0.0,0.0,0.26495,0.30834,0.30834
7,5,4,10,True,0.14301,0.0,0.0,0.26582,0.29558,0.29558
7,6,0,10,True,0.00678,0.0,0.0,0.27863,0.3573,0.3573
7,6,1,10,True,0.01118,0.0,0.0,0.27807,0.35538,0.35538
7,6,2,10,True,0.01815,0.0,0.0,0.27699,0.35243,0.35243
7,6,3,10,True,0.02898,0.0,0.0,0.27524,0.34789,0.34789
7,6,4,10,True,0.04533,0.0,0.0,0.27294,0.34087,0.34087
7,6,5,10,True,0.06659,0.0,0.0,0.27267,0.33037,0.33037
8,1,0,10,True,0.22622,0.0,0.0,0.2531,0.26034,0.26034
8,2,0,10,True,0.20898,0.0,0.0,0.25342,0.2688,0.2688
8,2,1,10,True,0.22227,0.0,0.0,0.25359,0.26207,0.26207
8,3,0,10,True,0.18668,0.0,0.0,0.2547,0.27931,0.27931
8,3,1,10,True,0.2013,0.0,0.0,0.25411,0.27229,0.27229
8,3,2,10,True,0.21673,0.0,0.0,0.25428,0.26449,0.26449
8,4,0,10,True,0.15687,0.0,0.0,0.25759,0.29277,0.29277
8,4,1,10,True,0.17291,0.0,0.0,0.25609,0.2855,0.2855
8,4,2,10,True,0.19006,0.0,0.0,0.25519,0.27738,0.27738
8,4,3,10,True,0.20844,0.0,0.0,0.25531,0.26813,0.26813
8,5,0,10,True,0.11581,0.0,0.0,0.26308,0.31056,0.31056
8,5,1,10,True,0.13275,0.0,0.0,0.2607,0.30328,0.30328
8,5,2,10,True,0.15146,0.0,0.0,0.25855,0.29499,0.29499
8,5,3,10,True,0.17208,0.0,0.0,0.25705,0.28544,0.28544
8,5,4,10,True,0.19473,0.0,0.0,0.25698,0.27414,0.27414
8,6,0,10,True,0.06039,0.0,0.0,0.27197,0.33382,0.33382
8,6,1,10,True,0.07522,0.0,0.0,0.26942,0.32768,0.32768
8,6,2,10,True,0.09301,0.0,0.0,0.26652,0.32023,0.32023
8,6,3,10,True,0.11421,0.0,0.0,0.26349,0.31115,0.31115
8,6,4,10,True,0.13921,0.0,0.0,0.26086,0.29997,0.29997
8,6,5,10,True,0.16813,0.0,0.0,0.26016,0.28586,0.28586
8,7,0,10,True,0.00701,0.0,0.0,0.27965,0.35667,0.35667
8,7,1,10,True,0.01133,0.0,0.0,0.27915,0.35476,0.35476
8,7,2,10,True,0.01806,0.0,0.0,0.27815,0.35189,0.35189
8,7,3,10,True,0.0284,0.0,0.0,0.27646,0.34757,0.34757
8,7,4,10,True,0.04411,0.0,0.0,0.27383,0.34103,0.34103
8,7,5,10,True,0.06759,0.0,0.0,0.27027,0.33107,0.33107
8,7,6,10,True,0.10085,0.0,0.0,0.26768,0.31573,0.31573
9,1,0,10,True,0.23442,0.0,0.0,0.25115,0.25721,0.25721
9,2,0,10,True,0.22063,0.0,0.0,0.25128,0.26405,0.26405
9,2,1,10,True,0.23225,0.0,0.0,0.25131,0.25822,0.25822
9,3,0,10,True,0.20342,0.0,0.0,0.25204,0.27227,0.27227
9,3,1,10,True,0.21609,0.0,0.0,0.25154,0.26619,0.26619
9,3,2,10,True,0.22938,0.0,0.0,0.25153,0.25955,0.25955
9,4,0,10,True,0.18137,0.0,0.0,0.2538,0.28242,0.28242
9,4,1,10,True,0.19522,0.0,0.0,0.25266,0.27606,0.27606
9,4,2,10,True,0.20984,0.0,0.0,0.25194,0.26911,0.26911
9,4,3,10,True,0.22537,0.0,0.0,0.25184,0.26139,0.26139
9,5,0,10,True,0.1522,0.0,0.0,0.25716,0.29532,0.29532
9,5,1,10,True,0.16729,0.0,0.0,0.25529,0.28871,0.28871
9,5,2,10,True,0.18342,0.0,0.0,0.25371,0.28144,0.28144
9,5,3,10,True,0.20073,0.0,0.0,0.25261,0.27333,0.27333
9,5,4,10,True,0.21943,0.0,0.0,0.25232,0.26412,0.26412
9,6,0,10,True,0.11251,0.0,0.0,0.26304,0.31223,0.31223
9,6,1,10,True,0.12833,0.0,0.0,0.2605,0.30559,0.30559
9,6,2,10,True,0.14578,0.0,0.0,0.25799,0.29812,0.29812
9,6,3,10,True,0.165,0.0,0.0,0.25567,0.28967,0.28967
9,6,4,10,True,0.18619,0.0,0.0,0.25387,0.27997,0.27997
9,6,5,10,True,0.20971,0.0,0.0,0.25313,0.26858,0.26858
9,7,0,10,True,0.05933,0.0,0.0,0.27219,0.33424,0.33424
9,7,1,10,True,0.07326,0.0,0.0,0.26964,0.32855,0.32855
9,7,2,10,True,0.08984,0.0,0.0,0.26668,0.32174,0.32174
9,7,3,10,True,0.10944,0.0,0.0,0.26338,0.31359,0.31359
9,7,4,10,True,0.13247,0.0,0.0,0.25991,0.30381,0.30381
9,7,5,10,True,0.15942,0.0,0.0,0.25672,0.29193,0.29193
9,7,6,10,True,0.19096,0.0,0.0,0.25485,0.2771,0.2771
9,8,0,10,True,0.0073,0.0,0.0,0.28043,0.35613,0.35613
9,8,1,10,True,0.0116,0.0,0.0,0.27994,0.35423,0.35423
9,8,2,10,True,0.01818,0.0,0.0,0.27897,0.35142,0.35142
9,8,3,10,True,0.0281,0.0,0.0,0.27731,0.3473,0.3473
9,8,4,10,True,0.04286,0.0,0.0,0.27467,0.34124,0.34124
9,8,5,10,True,0.06454,0.0,0.0,0.27079,0.33233,0.33233
9,8,6,10,True,0.09594,0.0,0.0,0.26561,0.31922,0.31922
9,8,7,10,True,0.14056,0.0,0.0,0.26039,0.29953,0.29953
3,1,0,11,True,0.0329,0.0,0.0,0.2861,0.3405,0.3405
3,2,0,11,True,0.00356,0.0,0.0,0.26656,0.36494,0.36494
3,2,1,11,True,0.00187,0.0,0.0,0.25504,0.37154,0.37154
4,1,0,11,True,0.099,0.0,0.0,0.28055,0.31022,0.31022
4,2,0,11,True,0.04683,0.0,0.0,0.27627,0.33845,0.33845
4,2,1,11,True,0.04966,0.0,0.0,0.28371,0.33332,0.33332
4,3,0,11,True,0.0041,0.0,0.0,0.27117,0.36237,0.36237
4,3,1,11,True,0.00684,0.0,0.0,0.2692,0.36198,0.36198
4,3,2,11,True,0.00577,0.0,0.0,0.26523,0.3645,0.3645
5,1,0,11,True,0.15239,0.0,0.0,0.27037,0.28862,0.28862
5,2,0,11,True,0.10752,0.0,0.0,0.27095,0.31076,0.31076
5,2,1,11,True,0.11981,0.0,0.0,0.27555,0.30232,0.30232
5,3,0,11,True,0.05036,0.0,0.0,0.27384,0.3379,0.3379
5,3,1,11,True,0.06232,0.0,0.0,0.27422,0.33173,0.33173
5,3,2,11,True,0.06948,0.0,0.0,0.28049,0.32501,0.32501
5,4,0,11,True,0.00408,0.0,0.0,0.27398,0.36097,0.36097
5,4,1,11,True,0.00721,0.0,0.0,0.27297,0.35991,0.35991
5,4,2,11,True,0.0117,0.0,0.0,0.2714,0.35845,0.35845
5,4,3,11,True,0.01275,0.0,0.0,0.27103,0.35811,0.35811
6,1,0,11,True,0.18565,0.0,0.0,0.26303,0.27566,0.27566
6,2,0,11,True,0.15304,0.0,0.0,0.264,0.29148,0.29148
6,2,1,11,True,0.16834,0.0,0.0,0.26609,0.28278,0.28278
6,3,0,11,True,0.10829,0.0,0.0,0.26734,0.31219,0.31219
6,3,1,11,True,0.12462,0.0,0.0,0.26734,0.30402,0.30402
6,3,2,11,True,0.14022,0.0,0.0,0.27059,0.29459,0.29459
6,4,0,11,True,0.05078,0.0,0.0,0.27334,0.33794,0.33794
6,4,1,11,True,0.06438,0.0,0.0,0.27193,0.33184,0.33184
6,4,2,11,True,0.07957,0.0,0.0,0.27165,0.32439,0.32439
6,4,3,11,True,0.09232,0.0,0.0,0.27631,0.31569,0.31569
6,5,0,11,True,0.00408,0.0,0.0,0.27607,0.35993,0.35993
6,5,1,11,True,0.00706,0.0,0.0,0.27546,0.35874,0.35874
6,5,2,11,True,0.01189,0.0,0.0,0.27439,0.35686,0.35686
6,5,3,11,True,0.01897,0.0,0.0,0.27296,0.35403,0.35403
6,5,4,11,True,0.02403,0.0,0.0,0.27401,0.35098,0.35098
7,1,0,11,True,0.20627,0.0,0.0,0.25822,0.26775,0.26775
7,2,0,11,True,0.18239,0.0,0.0,0.25888,0.27936,0.27936
7,2,1,11,True,0.19701,0.0,0.0,0.25982,0.27158,0.27158
7,3,0,11,True,0.15036,0.0,0.0,0.26111,0.29427,0.29427
7,3,1,11,True,0.1664,0.0,0.0,0.26082,0.28639,0.28639
7,3,2,11,True,0.18299,0.0,0.0,0.26216,0.27742,0.27742
7,4,0,11,True,0.1066,0.0,0.0,0.26588,0.31376,0.31376
7,4,1,11,True,0.12323,0.0,0.0,0.26433,0.30622,0.30622
7,4,2,11,True,0.14125,0.0,0.0,0.26379,0.29748,0.29748
7,4,3,11,True,0.15982,0.0,0.0,0.26576,0.28721,0.28721
7,5,0,11,True,0.05035,0.0,0.0,0.2734,0.33812,0.33812
7,5,1,11,True,0.06377,0.0,0.0,0.27145,0.33239,0.33239
7,5,2,11,True,0.07991,0.0,0.0,0.26953,0.32528,0.32528
7,5,3,11,True,0.09858,0.0,0.0,0.26848,0.31647,0.31647
